id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
38542724,JR Akihabara-sta 5 min Max11 ppl 3F,118634275,Varie,,Taito Ku,35.70163,139.77672,Entire home/apt,11143,1,32,2021-01-03,2.10,2,90
38545428,K-style 202 The Nearest sta. 4mins walk,293219732,Yoshiya,,Koto Ku,35.69866,139.83124,Entire home/apt,2300,1,11,2020-12-11,0.74,9,78
38545760,K-style302 The Nearest sta. 4mins walk,293219732,Yoshiya,,Koto Ku,35.69992,139.83095,Entire home/apt,2800,2,13,2021-01-03,0.88,9,72
38545952,K-style 402 The Nearest sta. 4mins walk,293219732,Yoshiya,,Koto Ku,35.69979,139.83034,Entire home/apt,2300,1,16,2020-11-20,1.11,9,88
38557991,樱花岛,71883032,Kobayashi,,Suginami Ku,35.69403,139.63487,Entire home/apt,100000,7,1,2019-10-06,0.06,2,83
38559100,Monthly Rentals Apt. Near Kagurazaka Area 11F,233431144,Asako,,Shinjuku Ku,35.69894,139.72289,Entire home/apt,14500,31,0,,,6,180
38559206,Close to the Higashi-Shinjuku Sta,280532330,潤,,Shinjuku Ku,35.69913,139.70945,Entire home/apt,12000,1,98,2021-01-16,5.96,2,64
38559726,Central of TOKYO!! Close to train Sta 8-1h,71735650,Kyo,,Chuo Ku,35.67152,139.77576,Entire home/apt,3000,1,1,2020-02-29,0.09,48,365
38560006,Central of TOKYO!! Close to train Sta 8-2h,71735650,Kyo,,Chuo Ku,35.67296,139.77587,Entire home/apt,3000,1,1,2020-03-22,0.10,48,365
38560480,#201 Comfy Guest Room in Shinjuku / 3min Station,294212985,Akemi,,Shinjuku Ku,35.69774,139.71031,Entire home/apt,3543,2,33,2020-12-29,2.00,6,238
38560527,Central of TOKYO!! Close to train Sta 9-1h,71735650,Kyo,,Chuo Ku,35.67139,139.77399,Entire home/apt,3000,1,0,,,48,365
38561030,Central of TOKYO!! Close to train Sta 9-2h,71735650,Kyo,,Chuo Ku,35.67154,139.77466,Entire home/apt,3000,1,1,2019-12-28,0.08,48,365
38568853,#101 Comfy Guest Room in Shinjuku / 3min Station,294212985,Akemi,,Shinjuku Ku,35.69723,139.70909,Entire home/apt,4714,2,31,2020-09-05,1.89,6,207
38569083,#203Comfy Guest Room in Shinjuku / 3min Station,294212985,Akemi,,Shinjuku Ku,35.69859,139.71038,Entire home/apt,6000,2,25,2020-03-28,1.53,6,247
38569864,#103Comfy Guest Room in Shinjuku / 3min Station,294212985,Akemi,,Shinjuku Ku,35.69854,139.71104,Entire home/apt,3600,2,27,2020-04-30,1.64,6,263
38581617,Real Life Meguro River Stylish 2BR 6Pax Shibuya,211851828,Paul,,Setagaya Ku,35.65047,139.68233,Hotel room,11571,2,13,2021-01-10,0.82,9,130
38584354,東京浅草Ginza Line Ｇ-18 Station Part2,133671637,Ming,,Taito Ku,35.71051,139.79133,Entire home/apt,100000,3,2,2019-12-24,0.13,2,0
38587682,【RENOVATED!!】7 MINS WALK-SHIBUYA FAMILY HOUSE#3,199630358,Koichi,,Shibuya Ku,35.65742,139.70869,Entire home/apt,5000,1,35,2021-01-28,2.16,1,351
38590671,Toden Hotel Twin Room 202,293854771,Toden House,,Arakawa Ku,35.73229,139.79205,Hotel room,11429,1,0,,,4,91
38590730,【MONTHLY】3LDK 80㎡! SHINJUKU 2MN BY TRAIN! MAX 4!,290270909,Plays,,Shinjuku Ku,35.68867,139.68449,Entire home/apt,6000,30,0,,,8,354
38591172,★OPENSALE★near Ikebukuro & Shinjuku♪6ppl FreeWiFi,291191264,村田,,Toshima Ku,35.72948,139.72978,Entire home/apt,16110,30,14,2020-01-22,0.87,2,58
38591241,Toden Hotel Twin Room 203,293854771,Toden House,,Arakawa Ku,35.73229,139.79205,Hotel room,11429,1,0,,,4,91
38591965,★OPENSALE★near Ikebukuro & Shinjuku♪12ppl FreeWiFi,291191264,村田,,Toshima Ku,35.72909,139.72972,Entire home/apt,29610,2,17,2020-03-07,1.05,2,117
38593529,8MN FROM SANGENJAYA STN! 2 FLOOR HOUSE! 66㎡! 2SLDK,294494020,Shin,,Setagaya Ku,35.6403,139.66533,Entire home/apt,6000,1,10,2021-01-01,0.72,1,120
38606848,Corona Free Studio Ikebukuro - Best Value! VV#26,17228309,Zen,,Toshima Ku,35.73369,139.7208,Entire home/apt,7500,2,4,2020-10-30,0.26,14,0
38606950,Attractive Studio Ikebukuro  VV#41,17228309,Zen,,Toshima Ku,35.73191,139.71987,Entire home/apt,7500,2,10,2020-02-19,0.63,14,0
38609418,COSMOS・3 min from Ryogoku Sta. ＜One room rental＞,111369542,黒川,,Sumida Ku,35.69476,139.79155,Private room,15000,1,1,2020-01-02,0.08,18,246
38609490,YURI・3 min from Ryogoku Sta. ＜One room rental＞,111369542,黒川,,Sumida Ku,35.69615,139.79119,Private room,15000,1,1,2019-10-19,0.06,18,198
38609567,Cozy&Convenient& Close to Ikebukuro 池袋附近超方便舒适公寓203,292109837,Amber,,Itabashi Ku,35.749,139.71817,Private room,5500,1,16,2020-09-05,0.96,16,90
38609589,MATSU・3 min from Ryogoku Sta. ＜One room rental＞,111369542,黒川,,Sumida Ku,35.6961,139.79061,Private room,15000,1,1,2019-10-13,0.06,18,230
38614868,Central of TOKYO!! Close to train Sta 10-1h,71735650,Kyo,,Chuo Ku,35.67209,139.77402,Entire home/apt,3000,1,7,2020-11-21,0.42,48,365
38615087,Free cleaning  meters single-family villa,158772113,Kimu,,Katsushika Ku,35.74496,139.88001,Entire home/apt,10000,2,8,2020-05-24,0.54,2,264
38615948,Central of TOKYO!! Close to train Sta 10-2h,71735650,Kyo,,Chuo Ku,35.67252,139.77482,Entire home/apt,3000,1,1,2019-11-26,0.07,48,365
38627702,Cozy&Convenient& Close to Ikebukuro 池袋附近超方便舒适公寓204,292109837,Amber,,Itabashi Ku,35.74784,139.71837,Private room,3476,1,21,2020-11-10,1.27,16,90
38630217,North Otsuka★ 601★WiFi★Max4ppl★Airport50mins!,211795510,Kei,,Toshima Ku,35.7328,139.72901,Entire home/apt,3991,1,7,2020-04-14,0.48,12,342
38633353,JP traditional house! Max10ppl! Near SensojiTemple,97958809,尚子,,Katsushika Ku,35.73033,139.84101,Entire home/apt,5000,1,4,2020-12-19,0.24,8,179
38633498,Cozy&Convenient& Close to Ikebukuro 池袋附近超方便舒适公寓202,292109837,Amber,,Itabashi Ku,35.74917,139.71837,Private room,5500,1,19,2020-07-25,1.14,16,90
38636925,新宿/新装修独层公寓/楼下商业街/2个独立卫生间/无线Wi-Fi/Whitehouse4＠楼,106338787,Myunghee,,Shinjuku Ku,35.70186,139.70637,Entire home/apt,16800,2,9,2020-02-18,0.58,12,270
38648957,★Share Apt : 10min Walk Akihabara Big Share Apt★,28340699,Kimmy And Dee,,Taito Ku,35.70437,139.77532,Shared room,3000,2,0,,,4,90
38649437,Takamatsu 102 / 1 stop from Ikebukuro Station,128821251,Akira,,Toshima Ku,35.73782,139.70025,Private room,2063,1,12,2020-02-29,0.75,21,245
38649888,Takamatsu 103 / 1 stop from Ikebukuro Station,128821251,Akira,,Itabashi Ku,35.73907,139.7015,Private room,2063,1,13,2020-03-26,0.81,21,245
38650024,Takamatsu 104 / 1 stop from Ikebukuro Station,128821251,Akira,,Toshima Ku,35.7379,139.70151,Private room,2063,1,17,2020-10-15,1.06,21,245
38650200,Takamatsu 105 / 1 stop from Ikebukuro Station,128821251,Akira,,Toshima Ku,35.7395,139.70013,Private room,2063,1,16,2020-04-08,1.00,21,245
38650347,Takamatsu 106 / 1 stop from Ikebukuro Station,128821251,Akira,,Toshima Ku,35.73764,139.70139,Private room,2477,1,13,2020-04-04,0.81,21,244
38650492,Takamatsu 107 / 1 stop from Ikebukuro Station,128821251,Akira,,Toshima Ku,35.73818,139.70163,Private room,2063,1,10,2020-11-07,0.63,21,245
38650541,Takamatsu 108 / 1 stop from Ikebukuro Station,128821251,Akira,,Toshima Ku,35.73782,139.70036,Private room,2063,1,10,2020-03-24,0.63,21,0
38650736,Cozy&Convenient& Close to Ikebukuro 池袋附近超方便舒适公寓301,292109837,Amber,,Itabashi Ku,35.74913,139.71822,Private room,5500,1,20,2020-02-05,1.23,16,90
38650905,Cozy&Convenient& Close to Ikebukuro 池袋附近超方便舒适公寓302,292109837,Amber,,Itabashi Ku,35.74806,139.71797,Private room,5000,1,2,2020-02-23,0.17,16,0
38651042,Cozy&Convenient& Close to Ikebukuro 池袋附近超方便舒适公寓303,292109837,Amber,,Itabashi Ku,35.74976,139.71856,Private room,5500,1,12,2020-01-13,0.76,16,90
38651230,Cozy&Convenient& Close to Ikebukuro 池袋附近超方便舒适公寓304,292109837,Amber,,Itabashi Ku,35.74805,139.71837,Private room,3524,1,11,2020-11-24,0.70,16,90
38653834,8 min sta☆2ppl♪Nr Shinjuku#203,67293077,Kimie,,Shinjuku Ku,35.70606,139.74165,Entire home/apt,3600,1,13,2020-12-23,0.85,11,168
38654606,8 min Iidabashi st.☆2ppl♪Nr Shijjuku#302,67293077,Kimie,,Shinjuku Ku,35.70606,139.74165,Entire home/apt,3600,1,15,2021-01-24,1.05,11,180
38654986,8 min Iidabashi sta☆2ppl♪Free Wi-fi◇#303,67293077,Kimie,,Shinjuku Ku,35.70606,139.74165,Entire home/apt,3600,1,16,2021-01-19,1.04,11,169
38659596,★Free Wi-Fi★7min walking to Ginza!  2-3h,71735650,Kyo,,Chuo Ku,35.67122,139.77629,Entire home/apt,3047,1,3,2019-10-30,0.18,48,365
38660063,★Free Wi-Fi★7min walking to Ginza!  3-3h,71735650,Kyo,,Chuo Ku,35.6732,139.77485,Entire home/apt,3047,1,5,2020-02-07,0.38,48,365
38660233,★Free Wi-Fi★7min walking to Ginza!  4-3h,71735650,Kyo,,Chuo Ku,35.6716,139.77605,Entire home/apt,3047,1,5,2020-04-27,0.30,48,365
38660627,★Free Wi-Fi★7min walking to Ginza!  5-3h,71735650,Kyo,,Chuo Ku,35.67344,139.77489,Entire home/apt,3047,1,1,2019-12-28,0.08,48,365
38660829,★Free Wi-Fi★7min walking to Ginza!  6-3h,71735650,Kyo,,Chuo Ku,35.67336,139.77397,Entire home/apt,3047,1,2,2020-03-25,0.15,48,365
38661132,★Free Wi-Fi★7min walking to Ginza!  7-3h,71735650,Kyo,,Chuo Ku,35.67252,139.7758,Entire home/apt,3047,1,1,2019-11-21,0.07,48,365
38661341,★Free Wi-Fi★7min walking to Ginza!  8-3h,71735650,Kyo,,Chuo Ku,35.67145,139.7743,Entire home/apt,3047,1,2,2020-01-02,0.13,48,365
38661568,★Free Wi-Fi★7min walking to Ginza!  9-3h,71735650,Kyo,,Chuo Ku,35.67326,139.77532,Entire home/apt,3047,1,4,2020-03-26,0.26,48,365
38661667,SHINJUKU&SIBUYA&IKEBUKURO Sweetie Home--Freewifi,150399218,Sweety,,Shinjuku Ku,35.69855,139.70752,Entire home/apt,3514,1,33,2021-01-01,1.99,3,118
38662144,★Free Wi-Fi★7min walking to Ginza!  10-3h,71735650,Kyo,,Chuo Ku,35.67126,139.77461,Entire home/apt,3047,1,0,,,48,365
38667174,Shinjuku  free pocket wifi RS 直达新宿站4分钟 免费 移动WIFI,294322772,鈴木,,Shinjuku Ku,35.69891,139.71752,Entire home/apt,12000,1,10,2020-03-08,0.62,3,80
38675854,RAN・3 min from Ryogoku Sta. ＜One room rental＞,111369542,黒川,,Sumida Ku,35.69589,139.79135,Private room,15000,1,8,2020-03-12,0.51,18,226
38675967,AZISAI・3 min from Ryogoku Sta. ＜One room rental＞,111369542,黒川,,Sumida Ku,35.69407,139.7919,Private room,15000,1,1,2020-01-03,0.08,18,229
38676035,UME・3 min from Ryogoku Sta. ＜One room rental＞,111369542,黒川,,Sumida Ku,35.69622,139.79192,Private room,5000,1,4,2020-03-19,0.25,18,234
38676193,FreeWiFi Japanese-style room for one,288996903,ｶﾝｶﾞﾙｰﾎﾃﾙ,,Taito Ku,35.7257,139.80033,Hotel room,2500,1,1,2019-11-03,0.07,6,67
38676850,NEW FAMILY HOUSE★10min Sinjuku♪2bathroom★,295541780,Yao,,Shinjuku Ku,35.71287,139.68118,Entire home/apt,10829,1,27,2020-12-31,1.71,1,108
38677036,Lowest rate ever!Sleeps 2/good location II-203,229627088,宅東zaito,,Sumida Ku,35.70676,139.81547,Entire home/apt,2070,1,22,2021-01-12,1.47,41,88
38677249,Lowest rate ever!Sleeps 2/good location II-204,229627088,宅東zaito,,Sumida Ku,35.70597,139.81583,Entire home/apt,2173,1,10,2020-12-12,0.69,41,0
38677536,Lowest rate ever!Sleeps 2/good location II-301,229627088,宅東zaito,,Sumida Ku,35.70642,139.8159,Entire home/apt,1491,1,14,2020-12-30,0.96,41,0
38677716,Lowest rate ever!Sleeps 2/good location II-302,229627088,宅東zaito,,Sumida Ku,35.7049,139.816,Entire home/apt,2070,1,13,2021-01-12,0.99,41,101
38677810,Lowest rate ever!Sleeps 2/good location II-303,229627088,宅東zaito,,Sumida Ku,35.70607,139.8145,Entire home/apt,2070,1,12,2021-01-04,0.92,41,83
38677942,Lowest rate ever!Sleeps 2/good location II-304,229627088,宅東zaito,,Sumida Ku,35.70586,139.81578,Entire home/apt,1916,1,11,2021-01-16,0.84,41,114
38678187,Lowest rate ever!Sleeps 2/good location II-305,229627088,宅東zaito,,Sumida Ku,35.7053,139.81535,Entire home/apt,2070,1,6,2021-01-11,0.46,41,119
38678356,Lowest rate ever!Sleeps 2/good location II401,229627088,宅東zaito,,Sumida Ku,35.70628,139.81577,Entire home/apt,2430,1,13,2020-12-31,0.90,41,0
38678428,Lowest rate ever!Sleeps 2/good location II-402,229627088,宅東zaito,,Sumida Ku,35.70609,139.81546,Entire home/apt,2173,1,17,2021-01-21,1.33,41,0
38678503,Lowest rate ever!Sleeps 2/good location II-403,229627088,宅東zaito,,Sumida Ku,35.70585,139.81421,Entire home/apt,2070,1,12,2021-01-02,0.95,41,40
38678583,Skytree Japanese style room/Airport Directly II,229627088,宅東zaito,,Sumida Ku,35.705,139.81432,Entire home/apt,2250,3,6,2020-12-30,0.42,41,91
38679434,W)最大9名宿泊可能！中野駅徒歩6分！新宿まで電車で4分の好立地！,108930952,Yuri,,Nakano Ku,35.70497,139.66901,Entire home/apt,12799,7,8,2020-04-05,0.53,1,162
38680307,japanese  style  G house  70㎡　restrant　24hours,243229864,三保子,,Itabashi Ku,35.77769,139.68188,Entire home/apt,8000,2,0,,,1,88
38680636,100m2  Ikebukuro Brand new 5BR villa Free parking,224529223,Hanako,,Toshima Ku,35.73939,139.715,Entire home/apt,13286,1,8,2020-12-31,0.51,3,252
38683195,【MONTHLY】1MIN TO STATION! IN SHINJUKU AREA FOR 2!!,288759839,Plays,,Shinjuku Ku,35.69784,139.70761,Entire home/apt,5000,30,0,,,2,353
38683274,竹乃宿【桔子】一棟貸し 東京 浅草 床暖房完備 地暖 全室榻榻米 ASAKUSA TOKYO,265089516,Airi,,Taito Ku,35.71723,139.78978,Entire home/apt,20000,2,1,2020-01-04,0.08,12,89
38688769,竹乃宿【柘榴】 一棟貸し 東京 浅草 床暖房完備 全室畳和室 ASAKUSA TOKYO,265089516,Airi,,Taito Ku,35.71739,139.79138,Entire home/apt,25000,2,2,2019-10-13,0.12,12,89
38694014,光WiFi📡会合の場に最適✨👨‍👩‍👧‍👧感染対策⭕️対面なしチェックin✨一軒家貸切🏡 錦糸町👍アクセス良し🚞,206528765,Toshi & Wakana,,Sumida Ku,35.69316,139.81689,Entire home/apt,4843,1,86,2021-01-24,5.41,1,175
38703675,车站3分钟独立房间独立新宿浴室,245093519,華,,Nakano Ku,35.72268,139.65207,Entire home/apt,5000,7,13,2020-02-20,0.81,2,181
38703897,4mins to Ueno/5mins to Station/freewifi,256538783,Yukiko,,Taito Ku,35.72714,139.79237,Entire home/apt,3182,1,27,2020-10-25,1.79,7,120
38706852,HATSUDAI STATION 7MIN! MAX 12! 4LDK105㎡!,290270909,Plays,,Shibuya Ku,35.68291,139.68065,Entire home/apt,5486,5,26,2020-12-26,1.62,8,132
38707571,4mins to Ueno/5mins to Station/freewifi,256538783,Yukiko,,Taito Ku,35.72714,139.79237,Entire home/apt,3182,1,23,2021-01-11,1.48,7,91
38707708,ideal for long＆short-term stays  semi-double 🚬,279323094,ﾎﾃﾙﾂｰﾘｽﾄｲﾝ,,Taito Ku,35.70676,139.78642,Private room,8186,1,0,,,2,169
38708013,4mins to Ueno/5mins to Station/freewifi,256538783,Yukiko,,Taito Ku,35.72714,139.79237,Entire home/apt,3182,1,38,2020-12-19,2.41,7,118
38708268,KitaSenjuSta 9min walk#UenoAsakusaSkytree#Max4,295066850,永男,,Adachi Ku,35.74657,139.80768,Entire home/apt,8888,1,1,2019-11-25,0.07,1,90
38708404,4mins to Ueno/5mins to Station/freewifi,256538783,Yukiko,,Taito Ku,35.72714,139.79237,Entire home/apt,3182,1,24,2020-12-13,1.57,7,119
38708887,"Cute and Clean Room AzabuJuban, Roppongi",160534399,Comfybed,,Minato Ku,35.65411,139.7385,Private room,4773,1,19,2020-06-26,1.26,6,1
38708968,SHINJUKU/SHIBUYA! HATAGAYA 6MN! 3LDK 100㎡!!,290270909,Plays,,Shibuya Ku,35.67867,139.68048,Entire home/apt,4206,2,21,2021-01-01,1.35,8,179
38708969,4mins to Ueno/5mins to Station/freewifi,256538783,Yukiko,,Taito Ku,35.7269,139.79234,Entire home/apt,3182,1,46,2021-01-11,2.94,7,117
38709200,"Clean Pleasant Pvt Rm Azabu-juban, SE Roppongi",160534399,Comfybed,,Minato Ku,35.65249,139.73809,Private room,4773,1,11,2020-03-31,0.70,6,1
38709349,4mins to Ueno/5mins to Station/freewifi,256538783,Yukiko,,Taito Ku,35.72714,139.79237,Entire home/apt,3182,1,38,2020-12-25,2.45,7,120
38709381,WASEDA STN 5MIN! 10PPL! 3LDK 103㎡!!!,290270909,Plays,,Shinjuku Ku,35.71032,139.71587,Entire home/apt,5486,2,17,2020-12-13,1.10,8,137
38709577,"Bright Reasonable RoomⅱAzabu-juban, SE Roppongi",160534399,Comfybed,,Minato Ku,35.65273,139.73967,Private room,4773,1,14,2020-03-22,0.90,6,1
38709756,Long/short-termOK/StandardSemiDouble/NoSmoke/WiFi,287950871,大塚ﾀｳﾝﾎﾃﾙ,,Toshima Ku,35.73292,139.72736,Private room,9700,1,0,,,2,179
38709829,4mins to Ueno/5mins to Station/freewifi,256538783,Yukiko,,Taito Ku,35.7269,139.79234,Entire home/apt,2357,1,23,2020-11-01,1.46,7,114
38709853,Japanese taste private room for two travelers,160534399,Comfybed,,Minato Ku,35.65408,139.73932,Private room,5257,1,13,2020-12-29,0.83,6,84
38711154,Long/short-term OK/StandardSemiDouble/SmokeOK/WiFi,287950871,大塚ﾀｳﾝﾎﾃﾙ,,Toshima Ku,35.73384,139.72682,Private room,9700,1,0,,,2,179
38714508,★Cozy room★8 min from station /MAX6 p,197190511,Hiroyuki,,Taito Ku,35.7163,139.78726,Entire home/apt,11286,2,14,2020-03-09,0.88,6,89
38715469,2019年12月ﾌﾙﾘﾌｫｰﾑ★貸し切り戸建て☆根津駅より徒歩5分★ｾﾙﾌﾁｪｯｸｲﾝ可●学生不可,296017273,Toshiko,,Bunkyo Ku,35.71655,139.76766,Entire home/apt,5000,1,8,2021-01-23,0.73,1,86
38716250,★Free WiFi★　2-bed for 3 people#1004,48474638,中川,,Chuo Ku,35.67142,139.77589,Entire home/apt,6214,1,0,,,42,365
38716642,★Free WiFi★　2-bed for 3 people#904,48474638,中川,,Chuo Ku,35.67131,139.77398,Entire home/apt,6214,1,3,2020-01-03,0.19,42,365
38729719,"Good forWorkHome, andLongterm stay! freeWiFi",291246694,Smile Inn Tokyo,,Adachi Ku,35.7488,139.80854,Entire home/apt,4429,2,9,2021-01-09,0.75,1,61
38732151,Takamatsu 201 / 1 stop from Ikebukuro Station,128821251,Akira,,Itabashi Ku,35.73992,139.70187,Private room,3464,1,11,2020-04-07,0.69,21,246
38732177,Long/short-term OK/StandardSemiDouble/SmokeOK/WiFi,287943990,東京ﾂｰﾘｽﾄｲﾝ,,Taito Ku,35.72429,139.77743,Private room,10200,1,0,,,2,181
38732414,Takamatsu 202 / 1 stop from Ikebukuro Station,128821251,Akira,,Toshima Ku,35.73778,139.70168,Private room,4135,1,10,2020-04-09,0.63,21,229
38732567,Takamatsu 203 / 1 stop from Ikebukuro Station,128821251,Akira,,Toshima Ku,35.73956,139.70039,Private room,4135,1,6,2020-03-15,0.38,21,224
38732678,Long/short-term OK/StandardSemiDouble/NoSmoke/WiFi,287943990,東京ﾂｰﾘｽﾄｲﾝ,,Taito Ku,35.72452,139.77714,Private room,10200,1,0,,,2,179
38732949,Takamatsu 302 / 1 stop from Ikebukuro Station,128821251,Akira,,Toshima Ku,35.73795,139.70027,Private room,4097,1,8,2020-03-21,0.50,21,245
38733045,Takamatsu 303 / 1 stop from Ikebukuro Station,128821251,Akira,,Toshima Ku,35.73948,139.70029,Private room,4135,1,8,2020-04-15,0.50,21,245
38733142,Takamatsu 304 / 1 stop from Ikebukuro Station,128821251,Akira,,Toshima Ku,35.73779,139.70012,Private room,3720,1,15,2020-03-31,0.94,21,235
38733219,日暮里パーティーハウス《大人の秘密基地》【カラオケDAM・PS４・ダーツ付き、３０名以上可能】,264861612,勝哉,,Arakawa Ku,35.72739,139.77299,Entire home/apt,12571,1,53,2021-01-09,3.60,2,151
38733282,"★2 WEEKS 10%, 4 WEEKS 20% OFF★2BR / 54.34 ㎡",296207806,Jan,,Ota Ku,35.57509,139.72968,Entire home/apt,6080,2,27,2021-01-02,1.74,1,150
38734725,JR山手線大塚駅から徒歩5分/新宿、上野方面もすぐ/Home wifi/Stay local.,287790951,Miho,,Toshima Ku,35.73174,139.72584,Entire home/apt,3500,10,16,2020-12-06,1.06,18,56
38736387,Photogenic room with Traditional Ukiyo-e motifs,296234165,Ukiyo,,Katsushika Ku,35.74806,139.85426,Entire home/apt,4796,1,9,2021-01-01,0.60,1,78
38736916,Open Concept apt in Yotsuya/ 5 min from Shinjuku,141644725,Minato,,Shinjuku Ku,35.68558,139.72799,Entire home/apt,8585,1,10,2020-12-31,1.70,5,70
38739107,Close to shibuya☆1LDK☆Designers room #3B,237314820,Samurai,,Shibuya Ku,35.66375,139.69619,Entire home/apt,5914,1,12,2020-10-25,0.78,8,152
38740235,Roppongi arer.Narita 85 .Haneda 30 min,218369769,Tatsunari,,Minato Ku,35.64682,139.73732,Entire home/apt,5800,1,0,,,11,164
38741466,【Delighted Apt】SHINJUKU/FREE WIFI&Perfect Location,150399218,Sweety,,Shinjuku Ku,35.69881,139.70796,Entire home/apt,3456,1,64,2020-09-22,3.92,3,168
38746000,"[2R]near to Shinjuku,Shibuya,Ueno etc,self check",193171483,Liyan,,Kita Ku,35.73989,139.74796,Private room,2800,1,22,2020-02-24,1.35,13,365
38746274,"[2L]near to Shinjuku,Shibuya,Ueno etc,selfcheckIn",193171483,Liyan,,Toshima Ku,35.73831,139.74688,Private room,2750,1,15,2020-03-03,0.92,13,365
38749559,Free WIFI OK! ShinjukuGyoen 5 mins walk from apt!,273872283,Luna,,Shinjuku Ku,35.6899,139.71387,Entire home/apt,2597,28,34,2020-12-29,2.14,3,39
38755213,L617(1) Close to Shinjuku Station 新宿駅至近,296293225,L617 G305,,Shinjuku Ku,35.69541,139.7068,Entire home/apt,4786,2,32,2020-09-22,2.01,3,155
38758536,▼Sterilized room▼Akihabara / 5min to sta / 2LDK 23,38092840,Sayaka  &    Riku,,Sumida Ku,35.68917,139.81053,Entire home/apt,2686,7,21,2020-12-01,1.30,21,28
38760434,"Haneda Apt 10min! Shinagawa, Yokohama, Max8",262905899,Smile Inn,,Ota Ku,35.55308,139.72605,Entire home/apt,5286,2,7,2020-08-01,0.45,2,75
38761132,Nippori/Ueno One Train! Entire Japanese House Max8,262905899,Smile Inn,,Katsushika Ku,35.74545,139.82318,Entire home/apt,5286,1,6,2020-05-23,0.40,2,88
38762271,★Sale★Ueno/Ginza/Tokyo sta./Asakusa/Airport※2ppl,29966538,Ostay-Jennie,,Taito Ku,35.71159,139.77981,Entire home/apt,4539,1,8,2020-09-26,0.62,19,308
38763058,LUCKY HOUSE★East Asakusa new villa★Free Wi-Fi★Parking lot★,296437224,Fan,,Taito Ku,35.72329,139.79942,Entire home/apt,6714,2,33,2021-01-03,2.20,1,0
38764461,Modern interior   5min walk to Sensoji,296451336,Tomohito,,Taito Ku,35.71654,139.79487,Entire home/apt,10571,1,26,2021-01-02,1.84,1,69
38765819,6mins->Ikebukuro Sta/Standard DoubleRoom+Breakfast,291686177,ｻｸﾗﾎﾃﾙ池袋,,Toshima Ku,35.73323,139.70814,Private room,7196,1,0,,,11,88
38765922,6mins->Ikebukuro Sta/Twin Room+Breakfast,291686177,ｻｸﾗﾎﾃﾙ池袋,,Toshima Ku,35.73481,139.70772,Private room,7196,1,0,,,11,82
38766047,6mins->Ikebukuro Sta/4pplRoom+Shared bath+Breakfas,291686177,ｻｸﾗﾎﾃﾙ池袋,,Toshima Ku,35.73283,139.70824,Private room,10612,1,0,,,11,80
38766156,6mins->Ikebukuro Sta/Superior DoubleRoom+Breakfast,291686177,ｻｸﾗﾎﾃﾙ池袋,,Toshima Ku,35.73498,139.70912,Private room,8736,1,0,,,11,20
38766280,6min->IkebukuroSta/SuperiorDouble+ExtraBed+Breakfa,291686177,ｻｸﾗﾎﾃﾙ池袋,,Toshima Ku,35.73502,139.70986,Private room,11109,1,0,,,11,27
38766340,6mins->Ikebukuro Sta/Single Room+Breakfast,291686177,ｻｸﾗﾎﾃﾙ池袋,,Toshima Ku,35.73461,139.70858,Private room,5313,1,0,,,11,88
38766434,6mins->Ikebukuro Sta/1bed/Mixed Dorm+Breakfast,291686177,ｻｸﾗﾎﾃﾙ池袋,,Toshima Ku,35.73492,139.70858,Private room,2653,1,0,,,11,88
38766537,6mins->Ikebukuro Sta/1bed/Female Dorm+Breakfast,291686177,ｻｸﾗﾎﾃﾙ池袋,,Toshima Ku,35.73286,139.70843,Private room,2653,1,0,,,11,88
38766568,6mins->Ikebukuro Sta/StandardDouble+ExtraBed+Break,291686177,ｻｸﾗﾎﾃﾙ池袋,,Toshima Ku,35.73479,139.70856,Private room,9639,1,0,,,11,27
38766734,6mins->Ikebukuro Sta/Japanese-style room+Breakfast,291686177,ｻｸﾗﾎﾃﾙ池袋,,Toshima Ku,35.73468,139.70963,Private room,12894,1,0,,,11,88
38769505,Renovated room in Shibuya☆1LDK #2B,237314820,Samurai,,Shibuya Ku,35.66204,139.69439,Entire home/apt,5914,1,30,2021-01-23,1.99,8,139
38769711,Stylish & Calm room in Shibuya★1K #2A,237314820,Samurai,,Shibuya Ku,35.66351,139.69437,Entire home/apt,5750,1,14,2020-12-25,0.89,8,150
38769883,Close to shibuya☆1K☆Designers room #3A,237314820,Samurai,,Shibuya Ku,35.66171,139.69634,Entire home/apt,5832,1,27,2021-01-09,1.72,8,149
38773262,"New open! 3min walk near sta, UenoPark/ Wifi/#101",16894613,Mieca,,Taito Ku,35.72087,139.78228,Private room,6200,4,10,2020-03-16,0.69,5,88
38774012,"""WabiSabi"" house Room3/WiFi/1per/Asakusa/Skytree/",25098992,Tomomi,,Sumida Ku,35.73688,139.81854,Private room,4000,1,10,2020-03-29,0.65,4,353
38784652,7min Asakusa/8min Ryogoku/12ppl/FREE WIFI&Netflix,93461462,Tusk,,Sumida Ku,35.69573,139.80306,Entire home/apt,11594,1,48,2021-01-01,3.14,2,32
38786050,Nakano 2DK HK#33,17228309,Zen,,Nakano Ku,35.69727,139.67338,Entire home/apt,12000,2,8,2020-08-31,0.57,14,0
